K,setup,scheme,sum_se,mean_se,tau_p_actual,ee_bps_per_hz_per_watt
40,6,Hybrid#3 (TopAP N=8 adaptive),289.8767145893495,7.246917864733737,6,1.9199252539310045
40,6,MJH weighted-count strict,296.8336080114314,7.420840200285785,2,2.5299396963913074
40,6,MJH beam-resource matching,292.22943049330536,7.305735762332634,3,2.4906978748523834
40,7,Random,234.93451269092867,5.873362817273216,15,1.2884891006815102
40,7,Gao matching,233.9841062926333,5.849602657315833,15,1.2832766341460695
40,7,Mussbah,251.65680858031354,6.291420214507839,6,2.347362380850185
40,7,Hybrid#3 (TopAP N=8 adaptive),248.36132200999128,6.209033050249782,7,1.6360190284458995
40,7,MJH weighted-count strict,256.2169563177797,6.405423907944493,3,2.3898977658867913
40,7,MJH beam-resource matching,257.9886707906203,6.449716769765507,3,2.4064236684706133
40,8,Random,227.1653209551609,5.6791330238790225,15,1.2458792739771165
40,8,Gao matching,226.77151126715,5.66928778167875,15,1.2437194402220293
40,8,Mussbah,244.8943864566033,6.122359661415083,5,2.0934126210850836
40,8,Hybrid#3 (TopAP N=8 adaptive),238.10918664194756,5.952729666048689,7,1.5857207612538824
40,8,MJH weighted-count strict,243.96699477988324,6.099174869497081,4,2.0854850672165544
40,8,MJH beam-resource matching,243.67334042843447,6.091833510710861,4,2.082974843383113
40,9,Random,228.09716817506117,5.7024292043765294,15,1.2509899534281235
40,9,Gao matching,228.46047421293173,5.711511855323293,15,1.2529824911129712
40,9,Mussbah,247.92095900225024,6.198023975056256,5,2.1502562251745494
40,9,Hybrid#3 (TopAP N=8 adaptive),237.1095067711214,5.927737669278035,8,1.6236670173781425
40,9,MJH weighted-count strict,249.98831878664936,6.249707969666234,3,2.16818675135503
40,9,MJH beam-resource matching,247.32457902254035,6.183114475563508,4,2.145083730807387
40,10,Random,220.73912872856775,5.518478218214193,15,1.2106350752937904
40,10,Gao matching,220.206338803087,5.505158470077175,15,1.20771300988896
40,10,Mussbah,236.56553111509157,5.9141382778772895,5,2.0826569434809175
40,10,Hybrid#3 (TopAP N=8 adaptive),234.00879265726167,5.850219816431542,7,1.484984406074638
40,10,MJH weighted-count strict,238.21980266518307,5.9554950666295765,3,2.097220688731382
40,10,MJH beam-resource matching,236.54461503191857,5.913615375797964,5,2.082472804119425
40,11,Random,274.34310403822144,6.858577600955536,15,1.5046239709591671
40,11,Gao matching,275.63451825098144,6.890862956274536,15,1.511706681449624
40,11,Mussbah,294.01528008883724,7.350382002220931,6,2.417623726199188
40,11,Hybrid#3 (TopAP N=8 adaptive),294.0451602521242,7.351129006303106,6,1.905877672585876
40,11,MJH weighted-count strict,303.1355168624365,7.578387921560912,2,2.492617450354428
40,11,MJH beam-resource matching,296.3740104927245,7.409350262318112,4,2.4370190534978993
40,12,Random,247.16828745276945,6.179207186319236,15,1.3555847575106186
40,12,Gao matching,250.16145554719478,6.25403638867987,15,1.3720006702771195
40,12,Mussbah,265.5224567423702,6.638061418559255,7,2.256820518549157
40,12,Hybrid#3 (TopAP N=8 adaptive),265.5369341235068,6.63842335308767,7,1.7119449897824541
40,12,MJH weighted-count strict,269.72217287518544,6.743054321879636,3,2.292516201908308
40,12,MJH beam-resource matching,271.08717962260835,6.777179490565208,4,2.3041181404913447
40,13,Random,241.05442253748524,6.026360563437131,15,1.322053505690047
40,13,Gao matching,243.37632731592183,6.084408182898046,15,1.334787901184215
40,13,Mussbah,256.1385165281022,6.403462913202555,7,2.129902431111653
40,13,Hybrid#3 (TopAP N=8 adaptive),259.064696329482,6.47661740823705,6,1.6791489445575154
40,13,MJH weighted-count strict,261.41102168707084,6.535275542176771,3,2.173745589525917
40,13,MJH beam-resource matching,260.4022122082461,6.510055305206153,5,2.1653569028473103
40,14,Random,246.5792182271827,6.164480455679568,15,1.3523540304964319
40,14,Gao matching,247.46454208308722,6.186613552077181,15,1.3572095543862188
40,14,Mussbah,261.3119472020275,6.532798680050687,6,2.3538789382839376
40,14,Hybrid#3 (TopAP N=8 adaptive),260.22746813137246,6.5056867032843115,7,1.7425946526654406
40,14,MJH weighted-count strict,267.23821077428966,6.680955269357241,3,2.407262287781855
40,14,MJH beam-resource matching,267.96796703838993,6.699199175959748,3,2.4138358789189582
40,15,Random,239.67934295830906,5.991983573957727,15,1.3145119357859731
40,15,Gao matching,240.70330220535936,6.017582555133984,15,1.3201278000293935
40,15,Mussbah,257.9989696859973,6.449974242149932,5,2.1235648295050265
40,15,Hybrid#3 (TopAP N=8 adaptive),258.60101925188735,6.465025481297184,6,1.6410429566486773
40,15,MJH weighted-count strict,261.26800919505473,6.5317002298763684,3,2.1504719808635984
40,15,MJH beam-resource matching,258.6288067453431,6.465720168633578,4,2.1287489580663674
40,16,Random,206.39432069239547,5.159858017309887,14,1.1319615394464104
40,16,Gao matching,207.35717589626879,5.18392939740672,15,1.1372422809667393
40,16,Mussbah,219.46117792460376,5.486529448115094,6,1.9358243300563396
40,16,Hybrid#3 (TopAP N=8 adaptive),219.50526652166747,5.487631663041687,6,1.4780669986308343
40,16,MJH weighted-count strict,223.05333534337677,5.576333383584419,3,1.967510051396276
40,16,MJH beam-resource matching,221.79973830682943,5.544993457670736,4,1.9564523159626832
40,17,Random,235.934713560909,5.8983678390227245,15,1.2939746630397204
40,17,Gao matching,236.05285787421127,5.901321446855282,15,1.2946226208823288
40,17,Mussbah,254.21873388913872,6.355468347228468,5,2.2644858863606885
40,17,Hybrid#3 (TopAP N=8 adaptive),249.7385711229972,6.24346427807493,6,1.6450913177120088
40,17,MJH weighted-count strict,256.1577465725943,6.403943664314857,3,2.2817578898357525
40,17,MJH beam-resource matching,254.30978245563557,6.35774456139089,5,2.2652969131117513
40,18,Random,250.9797714517958,6.274494286294895,15,1.3764886916917505
40,18,Gao matching,250.95813342513725,6.273953335628431,15,1.3763700187850307
40,18,Mussbah,269.76680233618924,6.744170058404731,5,2.3419628926788527
40,18,Hybrid#3 (TopAP N=8 adaptive),267.50506512826087,6.687626628206521,6,1.7338558828665498
40,18,MJH weighted-count strict,272.38521906399205,6.809630476599802,2,2.3646945066542506
40,18,MJH beam-resource matching,273.9231772123876,6.84807943030969,3,2.37804618997052
40,19,Random,224.36954940319765,5.609238735079941,14,1.2305459747890184
40,19,Gao matching,223.0382241878674,5.575955604696685,15,1.2232443739736787
40,19,Mussbah,237.88998210481745,5.947249552620436,6,2.153760098727826
40,19,Hybrid#3 (TopAP N=8 adaptive),237.88931361710726,5.947232840427682,6,1.558567243615029
40,19,MJH weighted-count strict,242.8259685544487,6.070649213861218,3,2.198448532301262
40,19,MJH beam-resource matching,243.08521364057316,6.077130341014329,3,2.2007956329119978
40,20,Random,237.16914448281136,5.929228612070284,15,1.3007448509112143
40,20,Gao matching,237.08337110306775,5.927084277576694,15,1.300274430181359
40,20,Mussbah,252.855048016306,6.32137620040765,6,2.190770224397967
40,20,Hybrid#3 (TopAP N=8 adaptive),249.51440106171435,6.237860026542859,7,1.6990142499804644
40,20,MJH weighted-count strict,257.92918816114445,6.448229704028611,3,2.234733258677661
40,20,MJH beam-resource matching,254.72015062645227,6.368003765661307,5,2.2069297248541013
40,21,Random,229.78483561815017,5.744620890453755,15,1.2602458991854673
40,21,Gao matching,230.63496695517878,5.765874173879469,15,1.264908411088732
40,21,Mussbah,245.20812340748418,6.130203085187104,7,2.225556658818136
40,21,Hybrid#3 (TopAP N=8 adaptive),245.15241392268226,6.128810348067057,6,1.63262609860269
40,21,MJH weighted-count strict,248.56908970012742,6.214227242503186,3,2.256061443116107
40,21,MJH beam-resource matching,248.5351846317169,6.213379615792922,3,2.2557537141154516
40,22,Random,204.85006164826052,5.121251541206513,15,1.1234921114164198
40,22,Gao matching,204.8465568923099,5.121163922307748,15,1.1234728897201642
40,22,Mussbah,218.77203214826847,5.4693008037067115,7,2.098968919023316
40,22,Hybrid#3 (TopAP N=8 adaptive),214.8892008722213,5.3722300218055326,8,1.505529198077216
40,22,MJH weighted-count strict,222.63309900317,5.56582747507925,3,2.1360132305979183
40,22,MJH beam-resource matching,223.0764890572716,5.57691222643179,4,2.140267256733821
40,23,Random,245.78091949919423,6.1445229874798555,15,1.3479757925001512
40,23,Gao matching,241.6146658144354,6.040366645360885,15,1.3251261379219492
40,23,Mussbah,259.8438408652872,6.496096021632179,6,2.292537489621097
40,23,Hybrid#3 (TopAP N=8 adaptive),259.23149391310676,6.480787347827669,7,1.7455686700843283
40,23,MJH weighted-count strict,267.8739647039353,6.696849117598383,2,2.3633852722165867
40,23,MJH beam-resource matching,259.914604651039,6.497865116275975,6,2.2931618208779136
40,24,Random,239.6287626424467,5.9907190660611676,15,1.3142345300317004
40,24,Gao matching,239.79700421509932,5.994925105377483,15,1.315157244324128
40,24,Mussbah,255.80797408743254,6.395199352185814,6,2.31346895653653
40,24,Hybrid#3 (TopAP N=8 adaptive),254.31712290182838,6.357928072545709,7,1.7220434910404814
40,24,MJH weighted-count strict,263.53629002521495,6.5884072506303735,2,2.383362082707238
40,24,MJH beam-resource matching,258.3521387910903,6.458803469777257,4,2.3364778016799437
40,25,Random,244.2398618346239,6.105996545865597,15,1.3395239223105517
40,25,Gao matching,241.2612544325736,6.0315313608143395,15,1.323187867089069
40,25,Mussbah,263.4832667404825,6.587081668512063,5,2.3669350667648263
40,25,Hybrid#3 (TopAP N=8 adaptive),263.60081950378935,6.5900204875947335,5,1.6640590425827093
40,25,MJH weighted-count strict,266.28879040708057,6.657219760177014,2,2.3921377767101606
40,25,MJH beam-resource matching,265.47442578064215,6.636860644516053,3,2.384822138737035
40,26,Random,213.0875578410232,5.32718894602558,15,1.168670335508354
40,26,Gao matching,211.3997067799662,5.284992669499156,15,1.159413382705482
40,26,Mussbah,228.610238807189,5.715255970179725,7,1.9914940368824179
40,26,Hybrid#3 (TopAP N=8 adaptive),228.69030628451915,5.717257657112979,7,1.55721708869899
40,26,MJH weighted-count strict,230.27076700441108,5.756769175110277,3,2.0059594082502854
40,26,MJH beam-resource matching,226.2646975310452,5.65661743827613,5,1.9710613060954052
40,27,Random,254.48024277671166,6.362006069417792,15,1.3956868890861702
40,27,Gao matching,252.45664456372106,6.311416114093026,15,1.3845885442251613
40,27,Mussbah,268.5382435392404,6.71345608848101,6,2.3879971858481186
40,27,Hybrid#3 (TopAP N=8 adaptive),265.73933638439274,6.643483409609819,7,1.8510895899533946
40,27,MJH weighted-count strict,277.84373941862657,6.946093485465664,2,2.470747030637538
40,27,MJH beam-resource matching,279.7000442289357,6.9925011057233935,3,2.4872543653272685
40,28,Random,241.78385291056136,6.0445963227640345,15,1.3260540379007024
40,28,Gao matching,241.96183887897413,6.049045971974353,15,1.32703019494867
40,28,Mussbah,253.11215262455,6.32780381561375,6,2.2618821538639002
40,28,Hybrid#3 (TopAP N=8 adaptive),255.85309864838592,6.396327466209648,7,1.7133019998775842
40,28,MJH weighted-count strict,262.2736343011178,6.556840857527945,3,2.343751758670738
40,28,MJH beam-resource matching,262.06095245812753,6.551523811453189,3,2.3418511732578193
40,29,Random,216.39155509724304,5.409788877431076,15,1.1867909785954829
40,29,Gao matching,215.39678570039544,5.384919642509886,15,1.1813352049381836
40,29,Mussbah,228.70395077670798,5.7175987694177,6,2.004446025592322
40,29,Hybrid#3 (TopAP N=8 adaptive),228.8905349962125,5.722263374905312,7,1.4915484224569915
40,29,MJH weighted-count strict,235.5191438432292,5.88797859608073,3,2.064176898668364
40,29,MJH beam-resource matching,229.85095261412766,5.746273815353192,5,2.014498773988469
40,30,Random,232.89239993312657,5.822309998328164,15,1.2772892135272025
40,30,Gao matching,233.0811481041798,5.827028702604495,15,1.27832439545254
40,30,Mussbah,248.49882524866382,6.212470631216595,5,2.165032528630524
40,30,Hybrid#3 (TopAP N=8 adaptive),249.018191764121,6.225454794103025,6,1.7052147347463207
40,30,MJH weighted-count strict,252.5027692981381,6.312569232453453,4,2.199916673862414
40,30,MJH beam-resource matching,253.04193244271082,6.326048311067771,4,2.2046141034984315
40,31,Random,219.3500394866435,5.483750987166088,15,1.2030166699450284
40,31,Gao matching,219.3594861038622,5.483987152596555,15,1.2030684795458622
40,31,Mussbah,236.92908359716262,5.923227089929066,5,2.039883628094787
40,31,Hybrid#3 (TopAP N=8 adaptive),233.40959704205505,5.8352399260513765,7,1.5459295532093282
40,31,MJH weighted-count strict,239.5026018541417,5.987565046353542,3,2.0620407971485464
40,31,MJH beam-resource matching,237.8214914461625,5.945537286154062,4,2.0475669742383666
40,32,Random,227.90305018525868,5.697576254631467,15,1.249925320942918
40,32,Gao matching,228.11549713456122,5.702887428364031,15,1.2510904778860763
40,32,Mussbah,242.63398254755532,6.065849563688883,6,2.0888211425286345
40,32,Hybrid#3 (TopAP N=8 adaptive),240.37635971026114,6.009408992756528,7,1.5580189675505745
40,32,MJH weighted-count strict,248.25555671999035,6.2063889179997584,3,2.1372169313723255
40,32,MJH beam-resource matching,245.543936617914,6.13859841544785,4,2.1138727594626356
40,33,Random,268.0124186608629,6.700310466521573,15,1.4699035758365426
40,33,Gao matching,268.3667103798473,6.709167759496182,15,1.4718466748437695
40,33,Mussbah,287.81433317038045,7.195358329259511,6,2.3671212959333854
40,33,Hybrid#3 (TopAP N=8 adaptive),287.83069612615105,7.195767403153776,6,1.7982862256020269
40,33,MJH weighted-count strict,291.3519818650611,7.283799546626527,3,2.3962165931358084
40,33,MJH beam-resource matching,291.5575837719162,7.288939594297905,3,2.397907560527322
40,34,Random,199.67475863254793,4.9918689658136985,15,1.0951083654435902
40,34,Gao matching,199.59220677824877,4.989805169456219,15,1.094655613043412
40,34,Mussbah,212.98139244156675,5.324534811039169,6,1.880741110071823
40,34,Hybrid#3 (TopAP N=8 adaptive),215.55201772836335,5.3888004432090835,7,1.4844328337103934
40,34,MJH weighted-count strict,216.58888687075384,5.414722171768846,4,1.9125972407860996
40,34,MJH beam-resource matching,217.3795100588118,5.434487751470295,4,1.9195788719760856
40,35,Random,202.9893883674339,5.074734709185847,15,1.1132873219420507
40,35,Gao matching,203.95545179569086,5.098886294892272,15,1.1185856588429115
40,35,Mussbah,219.2117057662362,5.480292644155905,6,1.9556176915032373
40,35,Hybrid#3 (TopAP N=8 adaptive),216.38992268262078,5.40974806706552,7,1.4987181531752565
40,35,MJH weighted-count strict,222.14942502485638,5.553735625621409,3,1.9818254879105779
40,35,MJH beam-resource matching,220.04691782998833,5.501172945749708,4,1.9630687328713126
40,36,Random,232.16244516857557,5.804061129214389,15,1.2732858053121148
40,36,Gao matching,230.7362227607349,5.768405569018372,15,1.2654637445744146
40,36,Mussbah,244.85131991336658,6.1212829978341645,5,2.1509632788875543
40,36,Hybrid#3 (TopAP N=8 adaptive),247.48483738270744,6.187120934567686,6,1.6664710446060769
40,36,MJH weighted-count strict,250.11146638759703,6.252786659689926,3,2.1971724719261823
40,36,MJH beam-resource matching,248.76575019506666,6.219143754876667,4,2.185350660571596
40,37,Random,236.08914642226796,5.902228660556699,15,1.2948216439978135
40,37,Gao matching,236.12253741464383,5.903063435366096,15,1.2950047755830558
40,37,Mussbah,254.57488319701545,6.364372079925387,6,2.298160356256158
40,37,Hybrid#3 (TopAP N=8 adaptive),252.62817513813104,6.315704378453276,7,1.6732189544417555
40,37,MJH weighted-count strict,258.23716191438604,6.455929047859651,4,2.331221370194867
40,37,MJH beam-resource matching,258.7093721190267,6.467734302975667,4,2.335484221103395
40,38,Random,242.3561616025088,6.058904040062719,15,1.3291928424269221
40,38,Gao matching,242.02898126937563,6.0507245317343905,15,1.3273984347497751
40,38,Mussbah,257.1053643383933,6.4276341084598325,6,2.349209919943898
40,38,Hybrid#3 (TopAP N=8 adaptive),255.47572382389723,6.386893095597431,7,1.7107749363207403
40,38,MJH weighted-count strict,263.4640961886266,6.5866024047156655,3,2.40731059777017
40,38,MJH beam-resource matching,262.90627760098545,6.572656940024636,3,2.402213726442775
40,39,Random,247.40425714933966,6.185106428733492,15,1.356878924036598
40,39,Gao matching,247.919705252648,6.1979926313161995,15,1.3597058788993492
40,39,Mussbah,263.32098994958545,6.5830247487396365,6,2.362294133905762
40,39,Hybrid#3 (TopAP N=8 adaptive),263.17372964435503,6.579343241108876,6,1.7820137432187455
40,39,MJH weighted-count strict,268.45999158374514,6.711499789593629,3,2.408396928129769
40,39,MJH beam-resource matching,267.88251347882914,6.697062836970728,4,2.403216280966156
40,40,Random,245.57519941983048,6.139379985495762,15,1.3468475288107706
40,40,Gao matching,245.85239609090328,6.1463099022725824,15,1.3483678030579707
40,40,Mussbah,260.4584196531132,6.51146049132783,7,2.553180169126061
40,40,Hybrid#3 (TopAP N=8 adaptive),260.4471456149374,6.511178640373435,7,1.814225197294508
40,40,MJH weighted-count strict,267.5579013956405,6.688947534891012,3,2.622773834096594
40,40,MJH beam-resource matching,267.1894376846242,6.679735942115604,4,2.619161916918941
40,41,Random,244.4171935462321,6.1104298386558025,15,1.3404964911127906
40,41,Gao matching,247.14789767746745,6.178697441936686,15,1.355472930589401
40,41,Mussbah,263.04226757391746,6.576056689347936,5,2.28110887067628
40,41,Hybrid#3 (TopAP N=8 adaptive),265.0492448385908,6.62623112096477,6,1.7088008048477354
40,41,MJH weighted-count strict,267.00068197332416,6.675017049333104,3,2.3154363355494376
40,41,MJH beam-resource matching,267.64574534906336,6.691143633726584,4,2.321030340657889
40,42,Random,252.13869783692726,6.303467445923181,15,1.3828447778990527
40,42,Gao matching,252.34872436104982,6.308718109026246,15,1.383996660115447
40,42,Mussbah,269.49343971927203,6.737335992981801,5,2.4513145828959146
40,42,Hybrid#3 (TopAP N=8 adaptive),270.7439577652601,6.768598944131503,6,1.8539873848340114
40,42,MJH weighted-count strict,275.88798377970124,6.897199594492531,2,2.509479409181219
40,42,MJH beam-resource matching,277.10071908963613,6.927517977240903,3,2.5205104597089534
40,43,Random,241.13702562589395,6.028425640647349,15,1.3225065390816855
40,43,Gao matching,241.79320074865427,6.044830018716357,15,1.3261053057513033
40,43,Mussbah,256.84693296548403,6.421173324137101,6,2.119927914977515
40,43,Hybrid#3 (TopAP N=8 adaptive),255.88616308957717,6.3971540772394295,7,1.6674634575481542
40,43,MJH weighted-count strict,260.7976626051821,6.519941565129552,2,2.152535904300286
40,43,MJH beam-resource matching,260.59735540551424,6.5149338851378555,3,2.1508826362653357
40,44,Random,235.63681769351768,5.890920442337942,15,1.2923408648638997
40,44,Gao matching,236.88987504247046,5.922246876061761,15,1.2992132086424342
40,44,Mussbah,253.81752560609743,6.345438140152436,6,2.1120073690995116
40,44,Hybrid#3 (TopAP N=8 adaptive),248.6183906385839,6.215459765964598,8,1.67410397152966
40,44,MJH weighted-count strict,257.8298501539844,6.44574625384961,3,2.145393791065925
40,44,MJH beam-resource matching,256.7551288882577,6.418878222206442,4,2.1364510703947555
40,45,Random,228.76229303938592,5.719057325984648,15,1.2546378046035793
40,45,Gao matching,228.74118325073445,5.718529581268362,15,1.2545220287974468
40,45,Mussbah,240.15536272393763,6.003884068098441,6,2.212529828860403
40,45,Hybrid#3 (TopAP N=8 adaptive),238.6920112570932,5.96730028142733,8,1.6437900344821343
40,45,MJH weighted-count strict,246.04209460585008,6.151052365146252,3,2.266763761992293
40,45,MJH beam-resource matching,243.98232643369008,6.0995581608422516,4,2.247787302463134
40,46,Random,255.55609009868766,6.388902252467192,15,1.401587331437044
40,46,Gao matching,257.22748332888267,6.430687083222066,15,1.4107540219134334
40,46,Mussbah,270.46995254877925,6.761748813719481,6,2.331269074273715
40,46,Hybrid#3 (TopAP N=8 adaptive),272.32158956049403,6.808039739012351,8,1.9302180004287826
40,46,MJH weighted-count strict,281.72076845485356,7.043019211371339,3,2.4282435401432556
40,46,MJH beam-resource matching,281.1609476477779,7.029023691194448,3,2.4234182613188544
40,47,Random,216.86150590035987,5.4215376475089965,15,1.189368405303619
40,47,Gao matching,216.73146422808938,5.418286605702234,15,1.1886551968633787
40,47,Mussbah,231.23602373765732,5.780900593441433,5,2.143091710446476
40,47,Hybrid#3 (TopAP N=8 adaptive),231.1547894245924,5.77886973561481,7,1.5063032707548785
40,47,MJH weighted-count strict,238.76732100370106,5.969183025092526,3,2.2128916511256067
40,47,MJH beam-resource matching,236.9224544870744,5.92306136217686,4,2.1957934582283425
40,48,Random,225.8405856394116,5.64601464098529,15,1.2386138152070107
40,48,Gao matching,223.02321039000924,5.575580259750231,15,1.2231620313894476
40,48,Mussbah,237.97109323571277,5.949277330892819,6,2.1346847061675316
40,48,Hybrid#3 (TopAP N=8 adaptive),237.08685258935282,5.927171314733821,7,1.6053731131205475
40,48,MJH weighted-count strict,246.22543225276,6.155635806318999,3,2.2087290407950126
40,48,MJH beam-resource matching,244.0625768857309,6.101564422143272,4,2.1893274647007424
40,49,Random,233.98434911481448,5.849608727870362,15,1.283277965894778
40,49,Gao matching,234.0942004432295,5.852355011080737,15,1.2838804411877305
40,49,Mussbah,247.9822977369704,6.1995574434242595,8,2.232398779327566
40,49,Hybrid#3 (TopAP N=8 adaptive),248.5478723006638,6.2136968075165955,7,1.7514677712184894
40,49,MJH weighted-count strict,254.33445329146048,6.358361332286512,3,2.2895824752419554
40,49,MJH beam-resource matching,254.15156660059694,6.353789165014923,4,2.2879360834262292
50,0,Random,277.7455894259542,5.554911788519084,15,1.4879228004961835
50,0,Gao matching,277.79768378490166,5.555953675698033,15,1.4882018774191164
50,0,Mussbah,292.99050016075535,5.859810003215107,8,2.1972090303026355
50,0,Hybrid#3 (TopAP N=8 adaptive),295.6028387204223,5.9120567744084465,7,1.780293131565906
50,0,MJH weighted-count strict,306.00080120067906,6.120016024013581,3,2.294776531351958
50,0,MJH beam-resource matching,299.6207782505337,5.992415565010674,4,2.246931143764627
50,1,Random,281.8217965485645,5.636435930971291,15,1.5097596243673101
50,1,Gao matching,281.84265287922597,5.63685305758452,15,1.5098713547101394
50,1,Mussbah,299.589904693427,5.99179809386854,7,2.2665869267906116
50,1,Hybrid#3 (TopAP N=8 adaptive),295.6916632704047,5.913833265408094,9,1.7461246785319902
50,1,MJH weighted-count strict,307.55851957500255,6.151170391500051,3,2.3268745333896748
50,1,MJH beam-resource matching,304.36830067842357,6.087366013568471,4,2.3027385116769747
50,2,Random,283.4177758241672,5.668355516483344,15,1.5183095133437532
50,2,Gao matching,283.5584347011726,5.671168694023452,15,1.5190630430419962
50,2,Mussbah,297.1481577352695,5.94296315470539,8,2.2510939841815345
50,2,Hybrid#3 (TopAP N=8 adaptive),297.11063204708853,5.94221264094177,8,1.7893739445746863
50,2,MJH weighted-count strict,307.27199630095043,6.145439926019009,4,2.3277887625228253
50,2,MJH beam-resource matching,304.0066279899135,6.08013255979827,5,2.3030514361428285
50,3,Random,279.66049665087866,5.593209933017573,15,1.4981812320582788
50,3,Gao matching,278.92913786798846,5.5785827573597695,15,1.49426323857851
50,3,Mussbah,294.04817254600135,5.880963450920027,8,2.354991571039962
50,3,Hybrid#3 (TopAP N=8 adaptive),292.6495688817262,5.852991377634525,9,1.8354648129309128
50,3,MJH weighted-count strict,302.5388001332087,6.050776002664175,3,2.4229918453745514
50,3,MJH beam-resource matching,303.6783418514445,6.073566837028889,4,2.432118279040361
50,4,Random,267.4100302968111,5.348200605936222,15,1.4325537337329168
50,4,Gao matching,267.31035861041414,5.346207172208283,15,1.432019778270076
50,4,Mussbah,286.7681335529537,5.735362671059074,6,2.1626284251300545
50,4,Hybrid#3 (TopAP N=8 adaptive),283.88258418278616,5.677651683655723,7,1.6682620030330237
50,4,MJH weighted-count strict,291.46186533922094,5.829237306784418,2,2.1980256558305276
50,4,MJH beam-resource matching,288.74267069733,5.774853413946601,4,2.177519166657006
50,5,Random,278.56769865206337,5.571353973041267,15,1.4923269570646256
50,5,Gao matching,276.830880741469,5.53661761482938,15,1.4830225754007271
50,5,Mussbah,295.9706475993445,5.91941295198689,6,2.4505614848288397
50,5,Hybrid#3 (TopAP N=8 adaptive),294.21746214695963,5.884349242939193,8,1.8357994726307802
50,5,MJH weighted-count strict,306.216754088554,6.12433508177108,3,2.5353966336369114
50,5,MJH beam-resource matching,303.3530745131943,6.067061490263886,4,2.5116860970374604
50,6,Random,249.506064895466,4.990121297909321,15,1.3366396333685682
50,6,Gao matching,249.56368629731594,4.991273725946319,15,1.336948319449907
50,6,Mussbah,265.8262058930434,5.316524117860868,7,2.0647230159463814
50,6,Hybrid#3 (TopAP N=8 adaptive),263.24942602480377,5.264988520496075,8,1.5621566176924366
50,6,MJH weighted-count strict,271.4989960552951,5.429979921105902,3,2.108784662815569
50,6,MJH beam-resource matching,272.1518969882453,5.443037939764906,4,2.1138558693163216
50,7,Random,261.72886383107203,5.23457727662144,15,1.4021189133807432
50,7,Gao matching,261.79077595994664,5.235815519198933,15,1.4024505854997145
50,7,Mussbah,279.34122276137697,5.586824455227539,6,2.229082772400934
50,7,Hybrid#3 (TopAP N=8 adaptive),276.74623388594506,5.534924677718902,8,1.7447487688511827
50,7,MJH weighted-count strict,283.4525738432717,5.669051476865434,3,2.2618904682266665
50,7,MJH beam-resource matching,282.5016110119488,5.650032220238976,4,2.2543019897216294
50,8,Random,274.38499976352114,5.487699995270423,15,1.4699196415902922
50,8,Gao matching,274.3251927855384,5.486503855710768,15,1.4695992470653845
50,8,Mussbah,289.1989070239886,5.783978140479772,8,2.2748878312233627
50,8,Hybrid#3 (TopAP N=8 adaptive),286.6475694631185,5.73295138926237,9,1.709372774217275
50,8,MJH weighted-count strict,291.0274792624268,5.8205495852485365,5,2.2892716917176585
50,8,MJH beam-resource matching,291.96886658750253,5.83937733175005,6,2.296676804663348
50,9,Random,286.1709967669106,5.723419935338212,15,1.533058911251307
50,9,Gao matching,285.1487649671015,5.70297529934203,15,1.5275826694666155
50,9,Mussbah,303.543474133184,6.070869482663681,7,2.204435891451142
50,9,Hybrid#3 (TopAP N=8 adaptive),303.28128815031937,6.065625763006388,7,1.808565053820918
50,9,MJH weighted-count strict,307.37383811261884,6.147476762252377,4,2.232253296709813
50,9,MJH beam-resource matching,307.2518838995562,6.145037677991124,4,2.2313676237591538
50,10,Random,258.8191089186721,5.176382178373442,15,1.3865309406357438
50,10,Gao matching,259.23098996901103,5.18461979938022,15,1.3887374462625595
50,10,Mussbah,275.5805030616689,5.511610061233378,7,2.1082277424072595
50,10,Hybrid#3 (TopAP N=8 adaptive),272.7331423942773,5.454662847885547,8,1.6344375293304676
50,10,MJH weighted-count strict,280.5595330598211,5.611190661196422,3,2.14631798847243
50,10,MJH beam-resource matching,281.8732866005551,5.637465732011102,4,2.1563683789408783
50,11,Random,260.8550728310538,5.2171014566210765,15,1.39743789016636
50,11,Gao matching,260.82435455123823,5.2164870910247645,15,1.3972733279530622
50,11,Mussbah,275.47259654963614,5.509451930992722,8,2.159609558232703
50,11,Hybrid#3 (TopAP N=8 adaptive),275.531016028599,5.510620320571981,8,1.6845181334538357
50,11,MJH weighted-count strict,284.5389312466881,5.6907786249337615,3,2.2306864759193674
50,11,MJH beam-resource matching,285.00678696217864,5.7001357392435725,4,2.234354302366363
50,12,Random,269.10591833030225,5.382118366606045,15,1.441638848198048
50,12,Gao matching,269.02796450313303,5.380559290062661,15,1.4412212384096414
50,12,Mussbah,285.65145359351186,5.7130290718702375,6,2.2687555882149097
50,12,Hybrid#3 (TopAP N=8 adaptive),284.57373103828525,5.691474620765705,7,1.7398027167614754
50,12,MJH weighted-count strict,291.6742641689037,5.8334852833780735,3,2.3165911058633673
50,12,MJH beam-resource matching,290.75681010671894,5.815136202134379,4,2.309304326803338
50,13,Random,284.22823431469084,5.684564686293816,15,1.5226512552572726
50,13,Gao matching,283.2975583379435,5.66595116675887,15,1.517665491096126
50,13,Mussbah,300.9841482224204,6.019682964448408,6,2.2355288174773125
50,13,Hybrid#3 (TopAP N=8 adaptive),304.1827958409546,6.083655916819092,7,1.796266694597439
