K,setup,scheme,sum_se,mean_se,tau_p_actual,ee_bps_per_hz_per_watt
30,3,Random,144.77740899701902,4.825913633233967,10,1.5159938114871103
30,3,Gao matching,142.56581165045264,4.7521937216817545,10,1.4928357240885095
30,3,Mussbah,156.83230594122955,5.227743531374318,4,2.823772163147814
30,3,Hybrid#3 (TopAP N=8 adaptive),146.6921460719815,4.889738202399384,9,1.6200126567861017
30,3,MJH weighted-count strict,156.62627578860588,5.220875859620196,2,2.8200625817177873
30,3,MJH beam-resource matching,156.71991343785518,5.223997114595173,4,2.8217485314702055
30,4,Random,162.92695308659682,5.430898436219894,10,1.7060413935769303
30,4,Gao matching,162.76419505999678,5.425473168666559,10,1.704337121047087
30,4,Mussbah,174.6703214394605,5.822344047982017,5,2.9036708742325748
30,4,Hybrid#3 (TopAP N=8 adaptive),162.93744664295855,5.431248221431952,9,1.8328171725867104
30,4,MJH weighted-count strict,177.02877781685214,5.900959260561738,2,2.9428771975206076
30,4,MJH beam-resource matching,174.25703534773137,5.808567844924379,4,2.8968005211159737
30,5,Random,169.611892051763,5.653729735058766,10,1.7760407544687227
30,5,Gao matching,166.21811489333615,5.540603829777871,10,1.74050382087263
30,5,Mussbah,179.60877996473144,5.986959332157714,4,3.316262554740241
30,5,Hybrid#3 (TopAP N=8 adaptive),173.3566642563429,5.77855547521143,7,1.9320887629572907
30,5,MJH weighted-count strict,181.60692376114207,6.053564125371403,2,3.35315590400927
30,5,MJH beam-resource matching,180.39634685336554,6.013211561778851,3,3.330804040867163
